dataset,method,num_samples,dev,test,seed
codex,Random,5000,0.6836275942623615,0.8239994808226019,2
codex,Random,10000,0.6825167536735535,0.8259630518386493,0
codex,Random,10000,0.6575086023658514,0.8018515853060258,1
codex,Random,10000,0.6880525164306164,0.8227326481326206,2
gsm8k,EMBED (RR),500,1.065452128648758,8.777640478641722,0
gsm8k,EMBED (RR),500,1.073784202337265,8.410720089514026,1
gsm8k,EMBED (RR),500,1.0959265902638435,8.684709442303522,2
gsm8k,EMBED (RR),1000,1.0938446447253227,9.242226282876038,0
gsm8k,EMBED (RR),1000,1.0814275741577148,9.126025064322333,1
gsm8k,EMBED (RR),1000,1.087009757757187,9.104005820467401,2
gsm8k,EMBED (RR),2500,1.1416685953736305,9.850863708701434,0
gsm8k,EMBED (RR),2500,1.1499232724308968,9.674824546195053,1
gsm8k,EMBED (RR),2500,1.1447140574455261,9.688915356440107,2
gsm8k,EMBED (RR),5000,1.1387522220611572,9.962545408996512,0
gsm8k,EMBED (RR),5000,1.1579728499054909,9.917412103532932,1
gsm8k,EMBED (RR),5000,1.1318407282233238,9.927381915699089,2
gsm8k,EMBED (RR),10000,1.1271604001522064,10.206182103883688,0
gsm8k,EMBED (RR),10000,1.1631920859217644,10.430361758948639,1
gsm8k,EMBED (RR),10000,1.1334466934204102,10.41115693416986,2
gsm8k,LESS (DG),500,0.9198775663971901,8.717975458111882,0
gsm8k,LESS (DG),500,0.9335784688591957,8.576331283216499,1
gsm8k,LESS (DG),500,0.9110154658555984,8.657328093386312,2
gsm8k,LESS (DG),1000,0.9472833871841431,8.33406040973967,0
gsm8k,LESS (DG),1000,0.9466551691293716,8.718980913183922,1
gsm8k,LESS (DG),1000,0.9721862226724625,8.564688252715833,2
gsm8k,LESS (DG),2500,0.9622609242796898,9.302972911794226,0
gsm8k,LESS (DG),2500,0.966948077082634,9.665809925981685,1
gsm8k,LESS (DG),2500,0.9750915393233299,9.256015660457308,2
gsm8k,LESS (DG),5000,0.9810579493641853,10.309519967317039,0
gsm8k,LESS (DG),5000,0.966469869017601,10.36227713867604,1
gsm8k,LESS (DG),5000,0.9735480397939682,10.130779119582678,2
gsm8k,LESS (DG),10000,0.9853816702961922,10.914920207494312,0
gsm8k,LESS (DG),10000,0.9671898558735847,10.516080922841844,1
gsm8k,LESS (DG),10000,0.9782269895076752,10.607314343340384,2
gsm8k,LESS (KNN-KDE),500,0.88323163241148,7.849041840811405,0
gsm8k,LESS (KNN-KDE),500,0.8731950670480728,7.873666818617329,1
gsm8k,LESS (KNN-KDE),500,0.8867696896195412,7.8675924891138544,2
gsm8k,LESS (KNN-KDE),1000,0.9004014357924461,8.302872467980952,0
gsm8k,LESS (KNN-KDE),1000,0.9067775532603264,8.129293058205953,1
gsm8k,LESS (KNN-KDE),1000,0.8894133791327477,8.215921867607758,2
gsm8k,LESS (KNN-KDE),2500,0.935176208615303,9.589132205566916,0
gsm8k,LESS (KNN-KDE),2500,0.9458892196416855,9.534930654327647,1
gsm8k,LESS (KNN-KDE),2500,0.921343483030796,9.362884301683774,2
gsm8k,LESS (KNN-KDE),5000,0.9612766057252884,9.847718024091163,0
gsm8k,LESS (KNN-KDE),5000,0.9505864754319191,10.235850773768682,1
gsm8k,LESS (KNN-KDE),5000,0.9634739384055138,10.308246292970324,2
gsm8k,LESS (KNN-KDE),10000,0.9664842635393143,11.090803479316833,0
gsm8k,LESS (KNN-KDE),10000,0.9646260812878609,11.047482156138965,1
gsm8k,LESS (KNN-KDE),10000,0.9647807851433754,11.053443154211385,2
gsm8k,LESS (KNN-Unif.),500,0.8785857483744621,8.024131634996369,0
gsm8k,LESS (KNN-Unif.),500,0.8806652575731277,8.044886671114003,1
gsm8k,LESS (KNN-Unif.),500,0.870384931564331,7.920657133676501,2
gsm8k,LESS (KNN-Unif.),1000,0.8872170597314835,8.399216537678035,0
gsm8k,LESS (KNN-Unif.),1000,0.90171879529953,8.36952741549176,1
gsm8k,LESS (KNN-Unif.),1000,0.8993406668305397,8.165430321668115,2
gsm8k,LESS (KNN-Unif.),2500,0.92215496301651,9.664613405260921,0
gsm8k,LESS (KNN-Unif.),2500,0.9195851981639862,9.873154489807868,1
gsm8k,LESS (KNN-Unif.),2500,0.926828533411026,9.581576918181911,2
gsm8k,LESS (KNN-Unif.),5000,0.9555885493755341,9.792461363450427,0
