dataset,method,num_samples,seed,true_metric
tydiqa,LESS (DG),500,0,62.83884867625781
tydiqa,LESS (DG),500,1,63.365073700978364
tydiqa,LESS (DG),500,2,63.09000402984098
tydiqa,LESS (DG),1000,0,63.822229341483535
tydiqa,LESS (DG),1000,1,63.49658361240407
tydiqa,LESS (DG),1000,2,63.95932578468829
tydiqa,LESS (DG),2500,0,64.18743959795785
tydiqa,LESS (DG),2500,1,63.90816464667772
tydiqa,LESS (DG),2500,2,64.09239088888324
tydiqa,LESS (DG),5000,0,63.980795361636815
tydiqa,LESS (DG),5000,1,64.25163700536667
tydiqa,LESS (DG),5000,2,64.38658122590567
tydiqa,LESS (DG),10000,0,64.21288718151735
tydiqa,LESS (DG),10000,1,64.92072865518927
tydiqa,LESS (DG),10000,2,64.7121204384491
tydiqa,LESS (UOT),500,0,63.34729193821746
tydiqa,LESS (UOT),500,1,62.74180392892673
tydiqa,LESS (UOT),500,2,63.036495470144956
tydiqa,LESS (UOT),1000,0,64.05437458488649
tydiqa,LESS (UOT),1000,1,63.68345902758702
tydiqa,LESS (UOT),1000,2,63.942581836908
tydiqa,LESS (UOT),2500,0,64.1228335047742
tydiqa,LESS (UOT),2500,1,63.82561532754541
tydiqa,LESS (UOT),2500,2,63.99304993124507
tydiqa,LESS (UOT),5000,0,64.87126429247877
tydiqa,LESS (UOT),5000,1,64.08473154410882
tydiqa,LESS (UOT),5000,2,64.49815946696856
tydiqa,LESS (UOT),10000,0,64.94235244926391
tydiqa,LESS (UOT),10000,1,65.11269411091627
tydiqa,LESS (UOT),10000,2,64.54473945333665
tydiqa,LESS (RR),500,0,61.74326494196253
tydiqa,LESS (RR),500,1,61.840038275479316
tydiqa,LESS (RR),500,2,61.088047359679905
tydiqa,LESS (RR),1000,0,62.52457318338731
tydiqa,LESS (RR),1000,1,61.87339071513686
tydiqa,LESS (RR),1000,2,61.636964580280356
tydiqa,LESS (RR),2500,0,62.469068253405304
tydiqa,LESS (RR),2500,1,62.01882493711673
tydiqa,LESS (RR),2500,2,62.73942998624456
tydiqa,LESS (RR),5000,0,63.07793701002614
tydiqa,LESS (RR),5000,1,63.5306760740777
tydiqa,LESS (RR),5000,2,64.12185218806063
tydiqa,LESS (RR),10000,0,64.42166492905959
tydiqa,LESS (RR),10000,1,64.36588240874569
tydiqa,LESS (RR),10000,2,64.46968958819475
tydiqa,LESS (KNN-Unif.),500,0,61.97087188659091
tydiqa,LESS (KNN-Unif.),500,1,61.33999099332155
tydiqa,LESS (KNN-Unif.),500,2,60.95424261895457
tydiqa,LESS (KNN-Unif.),1000,0,63.12709312631536
tydiqa,LESS (KNN-Unif.),1000,1,63.559141763663966
tydiqa,LESS (KNN-Unif.),1000,2,62.421343630534835
tydiqa,LESS (KNN-Unif.),2500,0,64.87897795084523
tydiqa,LESS (KNN-Unif.),2500,1,64.15298997683946
tydiqa,LESS (KNN-Unif.),2500,2,64.32158820063427
