dataset,method,num_samples,seed,true_metric
gsm8k,LESS (UOT),5000,2,80.13646702047005
gsm8k,LESS (UOT),10000,0,80.59135708870356
gsm8k,LESS (UOT),10000,1,80.59135708870356
gsm8k,LESS (UOT),10000,2,80.3639120545868
gsm8k,LESS (RR),500,0,82.33510235026536
gsm8k,LESS (RR),500,1,83.62395754359363
gsm8k,LESS (RR),500,2,82.2592873388931
gsm8k,LESS (RR),1000,0,82.03184230477635
gsm8k,LESS (RR),1000,1,81.6527672479151
gsm8k,LESS (RR),1000,2,81.80439727065959
gsm8k,LESS (RR),2500,0,81.12206216830933
gsm8k,LESS (RR),2500,1,80.43972706595906
gsm8k,LESS (RR),2500,2,81.27369219105383
gsm8k,LESS (RR),5000,0,79.83320697498104
gsm8k,LESS (RR),5000,1,81.04624715693708
gsm8k,LESS (RR),5000,2,79.98483699772555
gsm8k,LESS (RR),10000,0,80.97043214556481
gsm8k,LESS (RR),10000,1,79.98483699772555
gsm8k,LESS (RR),10000,2,81.19787717968158
gsm8k,LESS (KNN-Unif.),500,0,83.09325246398787
gsm8k,LESS (KNN-Unif.),500,1,82.71417740712661
gsm8k,LESS (KNN-Unif.),500,2,83.01743745261561
gsm8k,LESS (KNN-Unif.),1000,0,81.27369219105383
gsm8k,LESS (KNN-Unif.),1000,1,82.63836239575436
gsm8k,LESS (KNN-Unif.),1000,2,82.78999241849885
gsm8k,LESS (KNN-Unif.),2500,0,81.34950720242608
gsm8k,LESS (KNN-Unif.),2500,1,81.80439727065959
gsm8k,LESS (KNN-Unif.),2500,2,81.19787717968158
gsm8k,LESS (KNN-Unif.),5000,0,82.33510235026536
gsm8k,LESS (KNN-Unif.),5000,1,81.04624715693708
gsm8k,LESS (KNN-Unif.),5000,2,81.50113722517058
gsm8k,LESS (KNN-Unif.),10000,0,81.04624715693708
gsm8k,LESS (KNN-Unif.),10000,1,80.66717210007582
gsm8k,LESS (KNN-Unif.),10000,2,81.42532221379834
gsm8k,LESS (KNN-KDE),500,0,83.54814253222138
gsm8k,LESS (KNN-KDE),500,1,84.00303260045489
gsm8k,LESS (KNN-KDE),500,2,83.01743745261561
gsm8k,LESS (KNN-KDE),1000,0,82.78999241849885
gsm8k,LESS (KNN-KDE),1000,1,82.63836239575436
gsm8k,LESS (KNN-KDE),1000,2,81.04624715693708
gsm8k,LESS (KNN-KDE),2500,0,81.19787717968158
gsm8k,LESS (KNN-KDE),2500,1,80.81880212282032
gsm8k,LESS (KNN-KDE),2500,2,81.57695223654284
gsm8k,LESS (KNN-KDE),5000,0,80.59135708870356
gsm8k,LESS (KNN-KDE),5000,1,80.0606520090978
gsm8k,LESS (KNN-KDE),5000,2,81.12206216830933
gsm8k,LESS (KNN-KDE),10000,0,80.3639120545868
gsm8k,LESS (KNN-KDE),10000,1,82.56254738438211
gsm8k,LESS (KNN-KDE),10000,2,79.45413191811978
tydiqa,Random,500,0,67.94770408643573
tydiqa,Random,500,1,65.66955876604119
tydiqa,Random,500,2,67.80397755040953
tydiqa,Random,1000,0,68.87505229061603
tydiqa,Random,1000,1,67.04775373371305
tydiqa,Random,1000,2,69.91472658196432
tydiqa,Random,2500,0,68.51233958121728
tydiqa,Random,2500,1,70.79704777010994
tydiqa,Random,2500,2,70.82619691882033
tydiqa,Random,5000,0,71.53056433339545
tydiqa,Random,5000,1,70.21692938170547
tydiqa,Random,5000,2,71.06831139349885
tydiqa,Random,10000,0,71.07437635859203
tydiqa,Random,10000,1,70.47970034985184
tydiqa,Random,10000,2,70.47955213876284
tydiqa,EMBED (RR),500,0,68.75982693066233
tydiqa,EMBED (RR),500,1,68.4241757256035
tydiqa,EMBED (RR),500,2,67.98365611131806
tydiqa,EMBED (RR),1000,0,66.2572662152376
tydiqa,EMBED (RR),1000,1,68.92344068027631
